2.394699999999999918e+01	2.547284611497862628e+01
2.561100000000000065e+01	2.606502215707667247e+01
2.159400000000000119e+01	2.381505806315283635e+01
2.354500000000000171e+01	2.558278402496740611e+01
2.144699999999999918e+01	2.354418910906588636e+01
2.318599999999999994e+01	2.271708530672154325e+01
2.458199999999999719e+01	2.181618498931998573e+01
2.782900000000000063e+01	2.501568249773753294e+01
2.363199999999999790e+01	2.202168267491673603e+01
1.922599999999999909e+01	1.868847070894388196e+01
2.548900000000000077e+01	1.956219505584644835e+01
2.361199999999999832e+01	2.328683950822215465e+01
2.204699999999999704e+01	2.490724506962044771e+01
2.641499999999999915e+01	2.333290468629783732e+01
2.084600000000000009e+01	2.333592033373841801e+01
2.082600000000000051e+01	2.191957156028254516e+01
2.631500000000000128e+01	2.358962675263020614e+01
2.796599999999999753e+01	2.628645674937235199e+01
2.055699999999999861e+01	2.235993323389227427e+01
2.268499999999999872e+01	2.386531338747217390e+01
1.858500000000000085e+01	2.109505712850198123e+01
2.325199999999999889e+01	2.315967400961022093e+01
2.838599999999999923e+01	2.417362734620962073e+01
2.035399999999999920e+01	2.131147651145660404e+01
2.062400000000000233e+01	2.261767442794009497e+01
1.999800000000000111e+01	2.009203951022666601e+01
2.370499999999999829e+01	2.436719780281520897e+01
2.557499999999999929e+01	2.541082255083101771e+01
2.248699999999999832e+01	2.575187500200059887e+01
2.091800000000000281e+01	2.115701585156699593e+01
2.266499999999999915e+01	2.418286975606596556e+01
2.416800000000000281e+01	2.196042519610235999e+01
2.135699999999999932e+01	1.978063896625724993e+01
2.389699999999999847e+01	2.407122652360743231e+01
2.649399999999999977e+01	2.393516387202546269e+01
1.953500000000000014e+01	2.048600082595316252e+01
2.891099999999999781e+01	2.488929817153422164e+01
2.161100000000000065e+01	2.326112710760135016e+01
2.487300000000000111e+01	2.472157144309228727e+01
2.318900000000000006e+01	2.248808835390002869e+01
1.526299999999999990e+01	2.075829808470727755e+01
2.579400000000000048e+01	2.512778514045408684e+01
2.372800000000000153e+01	2.378824157285975005e+01
2.636699999999999733e+01	2.361575201871446694e+01
2.833300000000000196e+01	2.350084060747147419e+01
2.021300000000000097e+01	2.217440749110772913e+01
2.620800000000000196e+01	2.628633318267983299e+01
2.371300000000000097e+01	2.241454809633730960e+01
2.441300000000000026e+01	2.628481563583033775e+01
2.014199999999999946e+01	2.021376931252384779e+01
2.435599999999999810e+01	2.198635426112037550e+01
2.253800000000000026e+01	2.298063197049922124e+01
2.504500000000000171e+01	2.371478991900290012e+01
1.932600000000000051e+01	2.125965454325239534e+01
2.152100000000000080e+01	2.337034666341914502e+01
2.417199999999999704e+01	2.176733772131222011e+01
2.399199999999999733e+01	2.213063755244776942e+01
2.672199999999999775e+01	2.621509985962478240e+01
2.361800000000000210e+01	2.333362665145551418e+01
2.172500000000000142e+01	2.335783242771595170e+01
2.484099999999999753e+01	2.408149089968290113e+01
2.065800000000000125e+01	2.377323124245866026e+01
2.436800000000000210e+01	2.246295845192045704e+01
2.411599999999999966e+01	1.933181286440371949e+01
2.484400000000000119e+01	2.657223006475814842e+01
1.805300000000000082e+01	1.956007860163964551e+01
2.313800000000000168e+01	2.415674035384936502e+01
2.202300000000000324e+01	2.312527806673716313e+01
2.474800000000000111e+01	2.287918970330785839e+01
1.805900000000000105e+01	2.178409897851283361e+01
1.945100000000000051e+01	2.118606375362139715e+01
2.528699999999999903e+01	2.372958180752609891e+01
2.373300000000000054e+01	2.116582623730472079e+01
1.965500000000000114e+01	2.134948232939136403e+01
2.323600000000000065e+01	2.265215265369232611e+01
2.161199999999999832e+01	2.085134827991302231e+01
2.324500000000000099e+01	2.233729861004801975e+01
2.512300000000000111e+01	2.481894964471042186e+01
2.428099999999999881e+01	2.088930422428057199e+01
2.460699999999999932e+01	2.405008809635279121e+01
